ID	単語	品詞	意味	コロケーション	和文	英文	英文穴埋め	タグ
w0241-2	cup	名詞	（紅茶・コーヒー用などの）カップ、茶わん、賞杯	won the cup	私たちのチームは昨年優勝カップを手にしました。	Our team <strong>won the cup</strong> last year.	"Our team <span class=""blank"">_____ _____ _____</span> last year."	品詞:名詞|単語:cup
w0241-3	cup	名詞	（紅茶・コーヒー用などの）カップ、茶わん、賞杯	a cup of coffee	コーヒーを一杯いただけますか？	Can I have <strong>a cup of coffee</strong>, please?	"Can I have <span class=""blank"">_____ _____ _____ _____</span>, please?"	品詞:名詞|単語:cup
w0242-1	curry	名詞	カレー、カレー料理	curry and rice	お母さんは日曜日にカレーライスを作ります。	My mom makes <strong>curry and rice</strong> on Sundays.	"My mom makes <span class=""blank"">_____ _____ _____</span> on Sundays."	品詞:名詞|単語:curry
w0242-2	curry	名詞	カレー、カレー料理	chicken curry	給食でチキンカレーを食べました。	I ate <strong>chicken curry</strong> at the school lunch.	"I ate <span class=""blank"">_____ _____</span> at the school lunch."	品詞:名詞|単語:curry
w0242-3	curry	名詞	カレー、カレー料理	cooked curry	彼は家族全員のためにカレーを作りました。	He <strong>cooked curry</strong> for the whole family.	"He <span class=""blank"">_____ _____</span> for the whole family."	品詞:名詞|単語:curry
w0243-1	cushion	名詞	ざぶとん、クッション	put a cushion	彼女は快適に座れるよう椅子にクッションを置きました。	She <strong>put a cushion</strong> on the chair to sit comfortably.	"She <span class=""blank"">_____ _____ _____</span> on the chair to sit comfortably."	品詞:名詞|単語:cushion
w0243-2	cushion	名詞	ざぶとん、クッション	soft cushion	このふわふわのクッションは腰にとても良いです。	This <strong>soft cushion</strong> is great for your back.	"This <span class=""blank"">_____ _____</span> is great for your back."	品詞:名詞|単語:cushion
w0243-3	cushion	名詞	ざぶとん、クッション	floor cushion	日本ではざぶとんが床に座るときに使われます。	The <strong>floor cushion</strong> is used for sitting in Japan.	"The <span class=""blank"">_____ _____</span> is used for sitting in Japan."	品詞:名詞|単語:cushion
w0244-1	custom	名詞	風習、習慣	local custom	人に挨拶するとき頭を下げるのはその土地の風習です。	It is a <strong>local custom</strong> to bow when greeting people.	"It is a <span class=""blank"">_____ _____</span> to bow when greeting people."	品詞:名詞|単語:custom
w0244-2	custom	名詞	風習、習慣	respect the customs	他の国の習慣を尊重するべきです。	We should <strong>respect the customs</strong> of other countries.	"We should <span class=""blank"">_____ _____ _____</span> of other countries."	品詞:名詞|単語:custom
w0244-3	custom	名詞	風習、習慣	a custom during	お正月の時期に贈り物をするのは習慣です。	Giving gifts is <strong>a custom during</strong> the New Year season.	"Giving gifts is <span class=""blank"">_____ _____ _____</span> the New Year season."	品詞:名詞|単語:custom
w0245-1	customer	名詞	客、顧客	greeted every customer	スタッフは笑顔ですべてのお客様を迎えました。	The staff <strong>greeted every customer</strong> with a smile.	"The staff <span class=""blank"">_____ _____ _____</span> with a smile."	品詞:名詞|単語:customer
w0245-2	customer	名詞	客、顧客	customer service	どんなお店でも良い顧客サービスが大切です。	Good <strong>customer service</strong> is important for any shop.	"Good <span class=""blank"">_____ _____</span> is important for any shop."	品詞:名詞|単語:customer
w0245-3	customer	名詞	客、顧客	full of customers	週末はそのお店がお客さんでいっぱいでした。	The store was <strong>full of customers</strong> on the weekend.	"The store was <span class=""blank"">_____ _____ _____</span> on the weekend."	品詞:名詞|単語:customer
w0246-1	cycling	名詞	サイクリング	go cycling	私は毎週日曜日に川沿いをサイクリングします。	I <strong>go cycling</strong> along the river every Sunday.	"I <span class=""blank"">_____ _____</span> along the river every Sunday."	品詞:名詞|単語:cycling
w0246-2	cycling	名詞	サイクリング	Cycling is a great way	サイクリングは健康を維持するのに最適な方法です。	<strong>Cycling</strong> is a great way to stay healthy.	"<span class=""blank"">_____</span> is a great way to stay healthy."	品詞:名詞|単語:cycling
w0246-3	cycling	名詞	サイクリング	enjoys cycling	彼女は休日に友達とサイクリングを楽しみます。	She <strong>enjoys cycling</strong> with her friends on holidays.	"She <span class=""blank"">_____ _____</span> with her friends on holidays."	品詞:名詞|単語:cycling
w0247-1	dad	名詞	パパ、お父さん　《家庭内で子どもが父親を呼ぶのに使う。呼びかけの時にはしばしば大文字で始めて Dad とする。》	My dad	パパは毎朝私を学校に連れて行ってくれます。	<strong>My dad</strong> takes me to school every morning.	"<span class=""blank"">_____ _____</span> takes me to school every morning."	品詞:名詞|単語:dad
w0247-2	dad	名詞	パパ、お父さん　《家庭内で子どもが父親を呼ぶのに使う。呼びかけの時にはしばしば大文字で始めて Dad とする。》	Hey, Dad	ねえ、パパ、宿題を手伝ってくれる？	<strong>Hey, Dad</strong>, can you help me with my homework?	"<span class=""blank"">_____ _____</span>, can you help me with my homework?"	品詞:名詞|単語:dad
w0247-3	dad	名詞	パパ、お父さん　《家庭内で子どもが父親を呼ぶのに使う。呼びかけの時にはしばしば大文字で始めて Dad とする。》	like my dad	大きくなったらパパみたいになりたいです。	I want to be <strong>like my dad</strong> when I grow up.	"I want to be <span class=""blank"">_____ _____ _____</span> when I grow up."	品詞:名詞|単語:dad
w0248-1	dance	名詞	踊り、ダンス	traditional dance	彼女はお祭りで伝統的な踊りを披露しました。	She performed a <strong>traditional dance</strong> at the festival.	"She performed a <span class=""blank"">_____ _____</span> at the festival."	品詞:名詞|単語:dance
w0248-2	dance	名詞	踊り、ダンス	dance show	彼らは学校行事のためにダンスショーを披露しました。	They put on a <strong>dance show</strong> for the school event.	"They put on a <span class=""blank"">_____ _____</span> for the school event."	品詞:名詞|単語:dance
w0248-3	dance	名詞	踊り、ダンス	dance performance	そのダンスの演技は見ていてとても素晴らしかったです。	The <strong>dance performance</strong> was amazing to watch.	"The <span class=""blank"">_____ _____</span> was amazing to watch."	品詞:名詞|単語:dance
w0249-1	dancer	名詞	踊る人、舞踏家、ダンサー	talented dancer	彼女は毎日練習している才能あふれるダンサーです。	She is a <strong>talented dancer</strong> who practices every day.	"She is a <span class=""blank"">_____ _____</span> who practices every day."	品詞:名詞|単語:dancer
w0249-2	dancer	名詞	踊る人、舞踏家、ダンサー	professional dancer	そのプロのダンサーはステージでとても優雅に動きました。	The <strong>professional dancer</strong> moved so gracefully on stage.	"The <span class=""blank"">_____ _____</span> moved so gracefully on stage."	品詞:名詞|単語:dancer
w0249-3	dancer	名詞	踊る人、舞踏家、ダンサー	became a dancer	彼は長年の練習を経てダンサーになりました。	He <strong>became a dancer</strong> after years of training.	"He <span class=""blank"">_____ _____ _____</span> after years of training."	品詞:名詞|単語:dancer
w0250-1	danger	名詞	危険（な状態）	in danger	ハイカーたちは嵐の中で迷子になる危険にさらされていました。	The hikers were <strong>in danger</strong> of getting lost in the storm.	"The hikers were <span class=""blank"">_____ _____</span> of getting lost in the storm."	品詞:名詞|単語:danger
w0250-2	danger	名詞	危険（な状態）	stay away from danger	川の近くの危険な場所には近づかないでください。	Please <strong>stay away from danger</strong> near the river.	"Please <span class=""blank"">_____ _____ _____ _____</span> near the river."	品詞:名詞|単語:danger
w0250-3	danger	名詞	危険（な状態）	danger ahead	その標識は前方の危険について警告していました。	The sign warned us about the <strong>danger ahead</strong>.	"The sign warned us about the <span class=""blank"">_____ _____</span>."	品詞:名詞|単語:danger
w0251-1	date	名詞	日付、月日、日時	today's date	今日は何日ですか？	What is <strong>today&#x27;s date</strong>?	"What is <span class=""blank"">_____ _____</span>?"	品詞:名詞|単語:date
w0251-2	date	名詞	日付、月日、日時	write the date	用紙の上部に日付を書いてください。	Please <strong>write the date</strong> at the top of your paper.	"Please <span class=""blank"">_____ _____ _____</span> at the top of your paper."	品詞:名詞|単語:date
w0251-3	date	名詞	日付、月日、日時	set the date	私たちは次の会議の日時を決めました。	We <strong>set the date</strong> for the next meeting.	"We <span class=""blank"">_____ _____ _____</span> for the next meeting."	品詞:名詞|単語:date
